Transaction_ID,Date,Category,Product,Region,Store_ID,Base_Price,Units_Sold,Discount_Applied,Total_Revenue,Year,Month,Day_of_Week,Is_Weekend,Is_Outlier
10176,2022-01-01,Accessories,Mouse,West,STR_WES_1,4156,5,0.02,20364.4,2022,1,5,1,0
10177,2022-01-01,Accessories,Mouse,North,STR_NOR_2,2806,2,0.06,5275.28,2022,1,5,1,0
10178,2022-01-01,Accessories,Keyboard,North,STR_NOR_2,4014,3,0.06,11319.48,2022,1,5,1,0
10179,2022-01-01,Electronics,Laptop,North,STR_NOR_1,32424,2,0.06,60957.12,2022,1,5,1,0
10180,2022-01-01,Home Appliances,Air Conditioner,East,STR_EAS_4,44126,1,0.08,40595.92,2022,1,5,1,0
10181,2022-01-01,Accessories,Mouse,South,STR_SOU_5,4742,1,0.06,4457.48,2022,1,5,1,0
10182,2022-01-01,Accessories,Headphones,South,STR_SOU_2,4654,1,0.05,4421.3,2022,1,5,1,0
10183,2022-01-01,Accessories,Headphones,West,STR_WES_4,1193,2,0.02,2338.28,2022,1,5,1,0
10184,2022-01-01,Home Appliances,Air Conditioner,East,STR_EAS_4,42826,5,0.08,196999.6,2022,1,5,1,0
10185,2022-01-01,Accessories,Keyboard,East,STR_EAS_3,4924,1,0.08,4530.08,2022,1,5,1,0
10186,2022-01-01,Accessories,Headphones,South,STR_SOU_1,3198,8,0.04,24560.64,2022,1,5,1,0
10187,2022-01-01,Electronics,Laptop,West,STR_WES_2,77170,1,0.05,73311.5,2022,1,5,1,0
10188,2022-01-01,Electronics,Smartphone,East,STR_EAS_5,41041,2,0.1,73873.8,2022,1,5,1,0
10189,2022-01-01,Accessories,Mouse,East,STR_EAS_5,4524,3,0.08,12486.24,2022,1,5,1,0
10190,2022-01-01,Electronics,Tablet,East,STR_EAS_4,40970,5,0.02,200753.0,2022,1,5,1,0
10191,2022-01-01,Electronics,Laptop,West,STR_WES_1,68841,2,0.07,128044.26,2022,1,5,1,0
10192,2022-01-01,Accessories,Mouse,West,STR_WES_1,4435,1,0.08,4080.2,2022,1,5,1,0
10193,2022-01-01,Accessories,Headphones,South,STR_SOU_1,2934,1,0.08,2699.28,2022,1,5,1,0
10194,2022-01-01,Accessories,Headphones,North,STR_NOR_5,3749,1,0.02,3674.02,2022,1,5,1,0
10195,2022-01-01,Electronics,Laptop,North,STR_NOR_2,58935,4,0.06,221595.6,2022,1,5,1,0
10196,2022-01-01,Electronics,Smartphone,East,STR_EAS_2,79529,1,0.1,71576.1,2022,1,5,1,0
10197,2022-01-01,Home Appliances,Microwave,North,STR_NOR_4,41443,2,0.03,80399.42,2022,1,5,1,0
10198,2022-01-01,Accessories,Mouse,West,STR_WES_5,2414,3,0.08,6662.64,2022,1,5,1,0
10199,2022-01-02,Home Appliances,Microwave,South,STR_SOU_3,18325,2,0.02,35917.0,2022,1,6,1,0
10200,2022-01-02,Electronics,Smartphone,East,STR_EAS_1,62479,3,0.04,179939.52,2022,1,6,1,0
10201,2022-01-02,Accessories,Keyboard,South,STR_SOU_4,4068,6,0.02,23919.84,2022,1,6,1,0
10202,2022-01-02,Accessories,Mouse,South,STR_SOU_4,4390,2,0.08,8077.6,2022,1,6,1,0
10203,2022-01-02,Electronics,Tablet,East,STR_EAS_3,51036,4,0.06,191895.36,2022,1,6,1,0
10204,2022-01-02,Electronics,Laptop,West,STR_WES_3,33717,7,0.04,226578.24,2022,1,6,1,0
10205,2022-01-02,Home Appliances,Microwave,West,STR_WES_1,23011,2,0.01,45561.78,2022,1,6,1,0
10206,2022-01-02,Accessories,Headphones,West,STR_WES_1,1271,7,0.06,8363.18,2022,1,6,1,0
10207,2022-01-02,Home Appliances,Microwave,East,STR_EAS_4,31458,4,0.05,119540.4,2022,1,6,1,0
10208,2022-01-02,Accessories,Mouse,South,STR_SOU_5,2284,1,0.01,2261.16,2022,1,6,1,0
10209,2022-01-02,Home Appliances,Air Conditioner,West,STR_WES_1,33433,4,0.09,121696.12,2022,1,6,1,0
10210,2022-01-02,Home Appliances,Vacuum Cleaner,East,STR_EAS_3,33979,2,0.08,62521.36,2022,1,6,1,0
10211,2022-01-02,Home Appliances,Microwave,South,STR_SOU_1,32373,3,0.08,89349.48,2022,1,6,1,0
10212,2022-01-02,Electronics,Smartphone,South,STR_SOU_1,75482,1,0.04,72462.72,2022,1,6,1,0
10213,2022-01-02,Home Appliances,Microwave,North,STR_NOR_1,28007,3,0.01,83180.79,2022,1,6,1,0
10214,2022-01-02,Home Appliances,Microwave,East,STR_EAS_2,24203,1,0.08,22266.76,2022,1,6,1,0
10215,2022-01-02,Home Appliances,Air Conditioner,South,STR_SOU_3,31483,1,0.03,30538.51,2022,1,6,1,0
10216,2022-01-02,Home Appliances,Vacuum Cleaner,West,STR_WES_3,15934,3,0.06,44933.88,2022,1,6,1,0
10217,2022-01-02,Accessories,Mouse,South,STR_SOU_2,4145,3,0.05,11813.25,2022,1,6,1,0
10218,2022-01-02,Accessories,Headphones,North,STR_NOR_1,4754,2,0.0,9508.0,2022,1,6,1,0
10219,2022-01-02,Home Appliances,Vacuum Cleaner,West,STR_WES_4,22798,1,0.04,21886.08,2022,1,6,1,0
10220,2022-01-02,Home Appliances,Vacuum Cleaner,West,STR_WES_5,19119,2,0.07,35561.34,2022,1,6,1,0
10221,2022-01-02,Accessories,Keyboard,South,STR_SOU_1,4004,2,0.09,7287.28,2022,1,6,1,0
10222,2022-01-02,Accessories,Mouse,North,STR_NOR_5,3478,3,0.07,9703.62,2022,1,6,1,0
10223,2022-01-02,Electronics,Smartphone,East,STR_EAS_2,67700,6,0.04,389952.0,2022,1,6,1,1
10224,2022-01-02,Electronics,Tablet,North,STR_NOR_4,45445,1,0.03,44081.65,2022,1,6,1,0
10225,2022-01-02,Electronics,Laptop,East,STR_EAS_2,56035,3,0.09,152975.55,2022,1,6,1,0
10226,2022-01-02,Home Appliances,Microwave,North,STR_NOR_1,20964,2,0.07,38993.04,2022,1,6,1,0
10227,2022-01-02,Home Appliances,Vacuum Cleaner,East,STR_EAS_1,15825,1,0.07,14717.25,2022,1,6,1,0
10228,2022-01-02,Accessories,Keyboard,South,STR_SOU_2,2919,1,0.06,2743.86,2022,1,6,1,0
10229,2022-01-02,Electronics,Smartphone,West,STR_WES_3,58700,1,0.04,56352.0,2022,1,6,1,0
10230,2022-01-02,Accessories,Keyboard,North,STR_NOR_2,3015,2,0.02,5909.4,2022,1,6,1,0
10231,2022-01-02,Home Appliances,Air Conditioner,West,STR_WES_3,24496,1,0.04,23516.16,2022,1,6,1,0
10232,2022-01-02,Electronics,Tablet,East,STR_EAS_3,72860,3,0.07,203279.4,2022,1,6,1,0
10233,2022-01-02,Electronics,Smartphone,West,STR_WES_2,60186,1,0.03,58380.42,2022,1,6,1,0
10234,2022-01-02,Accessories,Headphones,East,STR_EAS_5,2383,4,0.09,8674.12,2022,1,6,1,0
10235,2022-01-02,Accessories,Mouse,East,STR_EAS_1,1101,2,0.09,2003.82,2022,1,6,1,0
10236,2022-01-02,Home Appliances,Microwave,West,STR_WES_5,35399,5,0.06,166375.3,2022,1,6,1,0
10237,2022-01-02,Electronics,Smartphone,East,STR_EAS_4,28412,3,0.03,82678.92,2022,1,6,1,0
10238,2022-01-02,Electronics,Laptop,North,STR_NOR_4,54343,1,0.02,53256.14,2022,1,6,1,0
10239,2022-01-02,Home Appliances,Air Conditioner,South,STR_SOU_1,40423,1,0.06,37997.62,2022,1,6,1,0
10240,2022-01-02,Accessories,Keyboard,South,STR_SOU_2,4873,5,0.09,22172.15,2022,1,6,1,0
